,fluxes,kcat,MW,kcat_MW,equ
ABTA_num2,0.0,33853.97349,44.7291,756.8668605,4abut_c + akg_c --> glu__L_c + sucsal_c
SERD_L_num2,0.0,78829.0727,48.9066,1611.828929,ser__L_c --> nh4_c + pyr_c
SERD_L_num3,0.0,78829.0727,97.0433,812.3082449,ser__L_c --> nh4_c + pyr_c
SERD_L_num4,0.0,78829.0727,48.7529,1616.910434,ser__L_c --> nh4_c + pyr_c
SERD_L_num5,0.0,78829.0727,140.9296,559.3507162000001,ser__L_c --> nh4_c + pyr_c
THRD_num2,0.0,74588.90951,40.3513,1848.488388,nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c
RBP4E_num2,0.0,84320.75084,102.0756,826.0617702999999,ru5p__L_c --> xu5p__D_c
RBP4E_num3,0.0,84320.75084,25.5609,3298.8177579999997,ru5p__L_c --> xu5p__D_c
NTD2_num2,0.0,9722.766341,26.9004,361.4357534,h2o_c + ump_c --> pi_c + uri_c
NTD2_num3,0.0,9722.766341,27.1631,357.9402329,h2o_c + ump_c --> pi_c + uri_c
NTD4_num2,0.0,25068.67115,27.1631,922.8943364,cmp_c + h2o_c --> cytd_c + pi_c
NTD5_num2,0.0,10199.23647,26.9004,379.14813419999996,dtmp_c + h2o_c --> pi_c + thymd_c
NTD5_num3,0.0,10199.23647,25.3006,403.12231610000003,dtmp_c + h2o_c --> pi_c + thymd_c
NTD5_num4,0.0,10199.23647,20.2554,503.53172340000003,dtmp_c + h2o_c --> pi_c + thymd_c
NTD6_num2,0.0,14096.05511,26.9004,524.0091266,damp_c + h2o_c --> dad_2_c + pi_c
NTD6_num3,0.0,14096.05511,20.2554,695.9159093,damp_c + h2o_c --> dad_2_c + pi_c
PYDXPP_num2,0.0,29369.903639999997,30.3709,967.0409384999999,h2o_c + pydx5p_c --> pi_c + pydx_c
PYDXPP_num3,0.0,29369.903639999997,29.7077,988.6293331,h2o_c + pydx5p_c --> pi_c + pydx_c
PYDXPP_num4,0.0,29369.903639999997,27.1631,1081.242702,h2o_c + pydx5p_c --> pi_c + pydx_c
HACD6_num2,0.0,31487.30375,77.0722,408.5429474,3otdcoa_c + h_c + nadh_c --> 3htdcoa_c + nad_c
ECOAH1_num2,0.0,43149.26455,159.1878,271.058866,3hbcoa_c --> b2coa_c + h2o_c
ECOAH2_num2,0.0,48500.51292,159.1878,304.6748113,3hhcoa_c --> h2o_c + hx2coa_c
ECOAH3_num2,0.0,44125.78766,159.1878,277.19327519999996,3hocoa_c --> h2o_c + oc2coa_c
G3PT_num2,0.0,9873.825329000001,27.1631,363.5014166,glyc3p_c + h2o_c --> glyc_c + pi_c
PYDXK_num2,0.0,9301.044856,62.6444,148.4736841,atp_c + pydx_c --> adp_c + h_c + pydx5p_c
ALCD19_num2,0.0,66988.94494,3845.0896,17.42194641,glyald_c + h_c + nadh_c --> glyc_c + nad_c
TGBPA_num2,0.0,31362.76788,77.9206,402.4964885,tagdp__D_c --> dhap_c + g3p_c
KAS14_num2,0.0,9362.983381,86.0915,108.75618829999999,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c
HACD4_num2,0.0,38552.38416,77.0722,500.2112845,3odcoa_c + h_c + nadh_c --> 3hdcoa_c + nad_c
HACD7_num2,0.0,34363.09202,159.1878,215.86511040000002,3ohdcoa_c + h_c + nadh_c --> 3hhdcoa_c + nad_c
DMSOR1_num2,0.0,51527.57551,144.0938,357.5974505,dmso_c + mql8_c --> dms_c + h2o_c + mqn8_c
NTD9_num2,0.0,9725.196348000001,26.9004,361.5260869,gmp_c + h2o_c --> gsn_c + pi_c
NTD9_num3,0.0,9725.196348000001,25.3988,382.8998357,gmp_c + h2o_c --> gsn_c + pi_c
NTD9_num4,0.0,9725.196348000001,27.1631,358.0296928,gmp_c + h2o_c --> gsn_c + pi_c
CAT_num2,0.0,190740.2702,320.0953,595.8858821,2.0 h2o2_c --> 2.0 h2o_c + o2_c
AB6PGH_num2,0.0,42497.06141,55.3608,767.6381376,arbt6p_c + h2o_c --> g6p_c + hqn_c
AB6PGH_num3,0.0,42497.06141,53.9349,787.9325151,arbt6p_c + h2o_c --> g6p_c + hqn_c
UDCPDP_num2,0.0027788000000000005,15096.38615,22.3986,673.9879344999999,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c
UDCPDP_num3,0.0,15096.38615,29.7588,507.29149529999995,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c
HACD1_num2,0.0,38780.618330000005,77.0722,503.1725879,aacoa_c + h_c + nadh_c --> 3hbcoa_c + nad_c
HACD2_num2,0.0,39035.142139999996,77.0722,506.4749954,3ohcoa_c + h_c + nadh_c --> 3hhcoa_c + nad_c
ACACCT_num2,0.0,27123.738889999997,57.5623,471.20665589999993,acac_c + accoa_c --> aacoa_c + ac_c
G1PTT_num2,0.0,10400.149,130.9376,79.42828492,dttp_c + g1p_c + h_c --> dtdpglu_c + ppi_c
TDPGDH_num2,0.0,24678.10401,81.1167,304.2296347,dtdpglu_c --> dtdp4d6dg_c + h2o_c
NDPK7_num2,0.0,9921.020926000001,61.8538,160.3946876,atp_c + dcdp_c --> adp_c + dctp_c
NDPK2_num2,0.0,24602.14215,61.8538,397.7466566,atp_c + udp_c --> adp_c + utp_c
NDPK3_num2,0.018100299999999986,17317.196809999998,23.586,734.2150772000001,atp_c + cdp_c --> adp_c + ctp_c
NDPK4_num2,0.0,12739.59929,61.8538,205.9630821,atp_c + dtdp_c --> adp_c + dttp_c
FCLT_num2,0.0,9524.036689,35.8844,265.4088319,fe2_c + ppp9_c --> 2.0 h_c + pheme_c
FCLT_num3,0.0,9524.036689,93.5084,101.8522046,fe2_c + ppp9_c --> 2.0 h_c + pheme_c
TMAOR1_num2,0.0,100063.9026,233.0425,429.38048899999995,h_c + mql8_c + tmao_c --> h2o_c + mqn8_c + tma_c
NDPK1_num2,0.0,22045.90831,61.8538,356.4196268,atp_c + gdp_c --> adp_c + gtp_c
TRDR_num2,0.0,36024.44087,84.8008,424.812512,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c
PGMT_num2,0.0,111558.8515,20.7798,5368.620078,g1p_c --> g6p_c
PGMT_num3,0.0,111558.8515,23.5649,4734.110965999999,g1p_c --> g6p_c
KG6PDC_num2,0.0,21707.18087,23.4448,925.8846682,3dhgulnp_c + h_c --> co2_c + xu5p__L_c
X5PL3E_num2,0.0,240986.0357,32.4552,7425.190284,xu5p__L_c --> ru5p__L_c
DKGLCNR1_num2,0.0,10057.9245,29.4368,341.67859619999996,25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c
FMNRx2_num2,0.0,17654.45437,26.241999999999997,672.755673,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c
FMNRx2_num3,0.0,17654.45437,530.1587,33.30032002,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c
ACPS1_num2,0.0,21613.678930000002,21.7678,992.9197682,apoACP_c + coa_c --> ACP_c + h_c + pap_c
ADCL_num2,6.690000000000575e-05,5040.0,18.7769,268.4149141,4adcho_c --> 4abz_c + h_c + pyr_c
UMPK_num2,0.0,42025.02012,155.8216,269.69958030000004,atp_c + ump_c --> adp_c + udp_c
NTD1_num2,0.0,18381.74158,26.9004,683.3259572000001,dump_c + h2o_c --> duri_c + pi_c
NTD1_num3,0.0,18381.74158,25.3006,726.5338205,dump_c + h2o_c --> duri_c + pi_c
NTD1_num4,0.0,18381.74158,20.2554,907.4983254000001,dump_c + h2o_c --> duri_c + pi_c
NTD7_num2,0.0,9716.829343000001,26.9004,361.2150504,amp_c + h2o_c --> adn_c + pi_c
NTD7_num3,0.0,9716.829343000001,20.2554,479.7155002,amp_c + h2o_c --> adn_c + pi_c
NTD7_num4,0.0,9716.829343000001,27.1631,357.7216644,amp_c + h2o_c --> adn_c + pi_c
F6PA_num2,0.0,67194.11527000001,23.5552,2852.623424,f6p_c --> dha_c + g3p_c
GLYCLTDx_num2,0.0,20514.68636,35.3434,580.4389606000001,glx_c + h_c + nadh_c --> glyclt_c + nad_c
HPYRRy_num2,0.0,9598.25048,70.791,135.5857451,h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c
ASNN_num2,0.0,12284.90508,33.394,367.8776151,asn__L_c + h2o_c --> asp__L_c + nh4_c
ASNS2_num2,0.0,68400.0,125.318,545.8114557,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c
ASPCT_num2,0.03307949999999999,34791.89775,206.5642,168.4314017,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c
SDPTA_num2,0.0,17299.467119999998,44.7291,386.76090330000005,akg_c + sl26da_c --> glu__L_c + sl2a6o_c
SDPTA_num3,0.0,17299.467119999998,87.5339,197.63162749999998,akg_c + sl26da_c --> glu__L_c + sl2a6o_c
SDPTA_num4,0.0,17299.467119999998,87.3307,198.09147439999998,akg_c + sl26da_c --> glu__L_c + sl2a6o_c
SDPTA_num5,0.0,17299.467119999998,79.5666,217.4212185,akg_c + sl26da_c --> glu__L_c + sl2a6o_c
DDPA_num2,0.0,140719.9588,77.6079,1813.2169379999998,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c
DDPA_num3,0.12430000000000002,140719.9588,77.4701,1816.4421989999998,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c
MALS_num2,0.0,84473.14158,80.4885,1049.505725,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c
ADPRDP_num2,0.0,13031.08768,47.3336,275.3031183,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c
FCLPA_num2,0.0,24648.803369999998,95.1013,259.1847154,fc1p_c --> dhap_c + lald__L_c
ACCOAL_num2,0.0,16156.30072,69.3509,232.9645429,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c
HPYRRx_num2,0.0,16797.03153,70.791,237.27637030000002,h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c
CYSS_num2,0.0,47534.803060000006,68.9793,689.1169244,acser_c + h2s_c --> ac_c + cys__L_c + h_c
PAPSR_num2,0.02474819999999997,32950.32997,67.7583,486.2921586,paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c
ASPK_num2,0.0,631361.1827,356.481,1771.093502,asp__L_c + atp_c --> 4pasp_c + adp_c
ASPK_num3,0.1069076,631361.1827,97.0635,6504.619993,asp__L_c + atp_c --> 4pasp_c + adp_c
CYTDH_num2,0.0,23757.87457,134.99200000000002,175.9946854,cytd_c + h2o_c --> csn_c + rib__D_c
CYTDH_num3,0.0,23757.87457,32.5608,729.646525,cytd_c + h2o_c --> csn_c + rib__D_c
SPODM_num2,0.0,43146.08622,42.5316,1014.447757,2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c
NTPP4_num2,0.0,9555.079144,60.8246,157.0923466,ctp_c + h2o_c --> cmp_c + h_c + ppi_c
NTPP3_num2,0.0,50618.48846,16.3707,3092.017352,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c
NTPP3_num3,0.0,50618.48846,15.0461,3364.2265079999997,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c
NTPP6_num2,0.0,10261.67914,65.6516,156.30508840000002,atp_c + h2o_c --> amp_c + h_c + ppi_c
NTPP7_num2,0.0,9517.851461,60.8246,156.48029680000002,dttp_c + h2o_c --> dtmp_c + h_c + ppi_c
NTPP7_num3,0.0,9517.851461,43.0309,221.1864372,dttp_c + h2o_c --> dtmp_c + h_c + ppi_c
NTPP8_num2,0.0,9521.203809999999,43.0309,221.26434280000004,h2o_c + utp_c --> h_c + ppi_c + ump_c
CYANST_num2,0.0,331771.8227,24.1649,13729.492890000001,cyan_c + tsul_c --> h_c + so3_c + tcynt_c
CYANST_num3,0.0,331771.8227,30.8118,10767.68714,cyan_c + tsul_c --> h_c + so3_c + tcynt_c
GLUN_num2,0.0,43731.73602,67.0312,652.4086697,gln__L_c + h2o_c --> glu__L_c + nh4_c
OCBT_num2,0.0295792,45832.3358,110.4814,414.8420983,cbp_c + orn_c --> citr__L_c + h_c + pi_c
PHETA1_num2,0.0,163144.9555,87.0756,1873.601279,akg_c + phe__L_c --> glu__L_c + phpyr_c
PHETA1_num3,0.0,163144.9555,204.5619,797.5334385,akg_c + phe__L_c --> glu__L_c + phpyr_c
ACOTA_num2,0.0,17996.38411,87.3307,206.07168049999999,acorn_c + akg_c --> acg5sa_c + glu__L_c
ACOTA_num3,0.0,17996.38411,87.5339,205.5933085,acorn_c + akg_c --> acg5sa_c + glu__L_c
ACOTA_num4,0.0,17996.38411,44.7291,402.3417442,acorn_c + akg_c --> acg5sa_c + glu__L_c
NTP3_num2,0.0,24885.86102,36.7039,678.0168053,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num3,0.0,24885.86102,35.6597,697.8707342,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num4,0.0,24885.86102,39.1933,634.9519182999999,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num5,0.0,24885.86102,31.565,788.4004758,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num6,0.0,24885.86102,36.1132,689.1070584,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP3_num7,0.0,24885.86102,48.3271,514.9462934999999,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NADH5_num2,0.0,19111.97638,47.3587,403.55787599999996,h_c + nadh_c + q8_c --> nad_c + q8h2_c
NADH5_num3,0.0,19111.97638,40.34,473.77234460000005,h_c + nadh_c + q8_c --> nad_c + q8h2_c
NADH5_num4,0.0,19111.97638,83.3822,229.20930819999998,h_c + nadh_c + q8_c --> nad_c + q8h2_c
GLCRD_num2,0.0,16806.78677,49.141000000000005,342.01149280000004,glcr_c --> 5dh4dglc_c + h2o_c
CHRPL_num2,0.0,828.0,59.4301,13.93233395,chor_c --> 4hbz_c + pyr_c
GLUDC_num2,0.0,63196.410489999995,316.0088,199.9830716,glu__L_c + h_c --> 4abut_c + co2_c
HSDy_num2,0.0,70415.01259,356.481,197.52809430000002,hom__L_c + nadp_c --> aspsa_c + h_c + nadph_c
CYSTL_num2,0.0153911,16792.149409999998,87.2837,192.38585680000003,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c
SSALy_num2,0.0,30829.92795,206.8803,149.02302419999998,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c
GLUtex_num2,0.0,,,,glu__L_e --> glu__L_p
GLUtex_num3,0.0,,,,glu__L_e --> glu__L_p
GLUtex_num4,0.0,,,,glu__L_e --> glu__L_p
GLYtex_num2,0.0,,,,gly_e --> gly_p
GLYtex_num3,0.0,,,,gly_e --> gly_p
GLYtex_num4,0.0,,,,gly_e --> gly_p
GLYALDtex_num2,0.0,,,,glyald_e --> glyald_p
GLYALDtex_num3,0.0,,,,glyald_e --> glyald_p
GLYALDtex_num4,0.0,,,,glyald_e --> glyald_p
GLYBtex_num2,0.0,,,,glyb_e --> glyb_p
GLYBtex_num3,0.0,,,,glyb_e --> glyb_p
GLYBtex_num4,0.0,,,,glyb_e --> glyb_p
GLYCtex_num2,0.0,,,,glyc_e --> glyc_p
GLYCtex_num3,0.0,,,,glyc_e --> glyc_p
GLYCtex_num4,0.0,,,,glyc_e --> glyc_p
GLYC3Ptex_num2,0.0,,,,glyc3p_e --> glyc3p_p
GLYC3Ptex_num3,0.0,,,,glyc3p_e --> glyc3p_p
GLYC3Ptex_num4,0.0,,,,glyc3p_e --> glyc3p_p
GLYCLTtex_num2,0.0,,,,glyclt_e --> glyclt_p
GLYCLTtex_num3,0.0,,,,glyclt_e --> glyclt_p
GLYCLTtex_num4,0.0,,,,glyclt_e --> glyclt_p
GTPtex_num2,0.0,,,,gtp_e --> gtp_p
GTPtex_num3,0.0,,,,gtp_e --> gtp_p
GTPtex_num4,0.0,,,,gtp_e --> gtp_p
Htex_num2,0.0,,,,h_e --> h_p
Htex_num3,0.0,,,,h_e --> h_p
Htex_num4,0.0,,,,h_e --> h_p
H2tex_num2,0.0,,,,h2_e --> h2_p
H2tex_num3,0.0,,,,h2_e --> h2_p
H2tex_num4,0.0,,,,h2_e --> h2_p
H2Otex_num2,0.0,,,,h2o_e --> h2o_p
H2Otex_num3,0.0,,,,h2o_e --> h2o_p
H2Otex_num4,0.0,,,,h2o_e --> h2o_p
H2Otex_num5,0.0,,,,h2o_e --> h2o_p
H2Otex_num6,0.0,,,,h2o_e --> h2o_p
H2Otex_num7,0.0,,,,h2o_e --> h2o_p
H2Otex_num8,0.0,,,,h2o_e --> h2o_p
FACOAL160t2pp_num2,0.0,20734.33515,124.664,166.3217541,atp_c + coa_c + h_p + hdca_p --> amp_c + h_c + pmtcoa_c + ppi_c
FACOAL180t2pp_num2,0.0,19696.916390000002,124.664,158.00003519999999,atp_c + coa_c + h_p + ocdca_p --> amp_c + h_c + ppi_c + stcoa_c
NO3R2pp_num2,0.0,1547926.092,474.5552,3261.846234,2.0 h_c + mql8_c + no3_c --> h2o_c + 2.0 h_p + mqn8_c + no2_c
TMAOR1pp_num2,0.0,26365.14013,129.2504,203.984979,h_p + mql8_c + tmao_p --> h2o_p + mqn8_c + tma_p
TMAOR2pp_num2,0.0,18727.86361,129.2504,144.89598180000002,2dmmql8_c + h_p + tmao_p --> 2dmmq8_c + h2o_p + tma_p
DAPtex_num2,0.0,,,,15dap_e --> 15dap_p
DAPtex_num3,0.0,,,,15dap_e --> 15dap_p
DAPtex_num4,0.0,,,,15dap_e --> 15dap_p
12PPDStex_num2,0.0,,,,12ppd__S_e --> 12ppd__S_p
12PPDStex_num3,0.0,,,,12ppd__S_e --> 12ppd__S_p
12PPDStex_num4,0.0,,,,12ppd__S_e --> 12ppd__S_p
DDGLCNtex_num2,0.0,,,,2ddglcn_e --> 2ddglcn_p
DDGLCNtex_num3,0.0,,,,2ddglcn_e --> 2ddglcn_p
DDGLCNtex_num4,0.0,,,,2ddglcn_e --> 2ddglcn_p
26DAHtex_num2,0.0,,,,26dap__M_e --> 26dap__M_p
26DAHtex_num3,0.0,,,,26dap__M_e --> 26dap__M_p
26DAHtex_num4,0.0,,,,26dap__M_e --> 26dap__M_p
HCINNMtex_num2,0.0,,,,3hcinnm_e --> 3hcinnm_p
HCINNMtex_num3,0.0,,,,3hcinnm_e --> 3hcinnm_p
HCINNMtex_num4,0.0,,,,3hcinnm_e --> 3hcinnm_p
HPPPNtex_num2,0.0,,,,3hpppn_e --> 3hpppn_p
HPPPNtex_num3,0.0,,,,3hpppn_e --> 3hpppn_p
HPPPNtex_num4,0.0,,,,3hpppn_e --> 3hpppn_p
ACtex_num2,0.0,,,,ac_e --> ac_p
ACtex_num3,0.0,,,,ac_e --> ac_p
ACtex_num4,0.0,,,,ac_e --> ac_p
ACALDtex_num2,0.0,,,,acald_e --> acald_p
ACALDtex_num3,0.0,,,,acald_e --> acald_p
ACALDtex_num4,0.0,,,,acald_e --> acald_p
ACMANAtex_num2,0.0,,,,acmana_e --> acmana_p
ACMANAtex_num3,0.0,,,,acmana_e --> acmana_p
ACMANAtex_num4,0.0,,,,acmana_e --> acmana_p
ACMUMtex_num2,0.0,,,,acmum_e --> acmum_p
ACMUMtex_num3,0.0,,,,acmum_e --> acmum_p
ACMUMtex_num4,0.0,,,,acmum_e --> acmum_p
ACACT7r_num2,0.0,36389.7463,81.7524,445.12144349999994,accoa_c + tdcoa_c <-- 3ohdcoa_c + coa_c
ACACT2r_num2,0.0,45028.02067,81.7524,550.7853062,accoa_c + btcoa_c --> 3ohcoa_c + coa_c
ACACT3r_num2,0.0,35394.186480000004,81.7524,432.9436993,accoa_c + hxcoa_c <-- 3oocoa_c + coa_c
ACACT4r_num2,0.0,41966.54604,81.7524,513.3371747,accoa_c + occoa_c <-- 3odcoa_c + coa_c
SUCCt2_2pp_num2,0.0,,,,2.0 h_p + succ_p --> 2.0 h_c + succ_c
SUCFUMtpp_num2,0.0,,,,fum_p + succ_c --> fum_c + succ_p
SUCFUMtpp_num3,0.0,,,,fum_p + succ_c --> fum_c + succ_p
SULabcpp_num2,0.0,,,,atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c
SULabcpp_num3,0.0,,,,atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c
TSULabcpp_num2,0.0,,,,atp_c + h2o_c + tsul_p --> adp_c + h_c + pi_c + tsul_c
THMDt2pp_copy1_num2,0.0,,,,h_p + thymd_p --> h_c + thymd_c
Kt2pp_num2,0.0,,,,h_p + k_p --> h_c + k_c
Kt2pp_num3,0.0,,,,h_p + k_p --> h_c + k_c
Kt2pp_num4,0.0,,,,h_p + k_p --> h_c + k_c
TRPt2rpp_num2,0.0,,,,h_p + trp__L_p --> h_c + trp__L_c
TRPt2rpp_num3,0.0,,,,h_p + trp__L_p --> h_c + trp__L_c
TYRt2rpp_num2,0.0,,,,h_p + tyr__L_p --> h_c + tyr__L_c
URIt2pp_copy1_num2,0.0,,,,h_p + uri_p --> h_c + uri_c
GALtex_num2,0.0,,,,gal_e --> gal_p
GALtex_num3,0.0,,,,gal_e --> gal_p
GALtex_num4,0.0,,,,gal_e --> gal_p
GALCTtex_num2,0.0,,,,galct__D_e --> galct__D_p
GALCTtex_num3,0.0,,,,galct__D_e --> galct__D_p
GALCTtex_num4,0.0,,,,galct__D_e --> galct__D_p
GALCTNtex_num2,0.0,,,,galctn__D_e --> galctn__D_p
GALCTNtex_num3,0.0,,,,galctn__D_e --> galctn__D_p
GALCTNtex_num4,0.0,,,,galctn__D_e --> galctn__D_p
GALTtex_num2,0.0,,,,galt_e --> galt_p
GALTtex_num3,0.0,,,,galt_e --> galt_p
GALTtex_num4,0.0,,,,galt_e --> galt_p
GALURtex_num2,0.0,,,,galur_e --> galur_p
GALURtex_num3,0.0,,,,galur_e --> galur_p
GALURtex_num4,0.0,,,,galur_e --> galur_p
ACGAptspp_num2,0.0,,,,acgam_p + pep_c --> acgam6p_c + pyr_c
TKT2_num2,4.525938225803974e-13,324065.5255,73.0427,4436.658633,e4p_c + xu5p__D_c --> f6p_c + g3p_c
GAMtex_num2,0.0,,,,gam_e --> gam_p
GAMtex_num3,0.0,,,,gam_e --> gam_p
GAMtex_num4,0.0,,,,gam_e --> gam_p
GBBTNtex_num2,0.0,,,,gbbtn_e --> gbbtn_p
GBBTNtex_num3,0.0,,,,gbbtn_e --> gbbtn_p
GBBTNtex_num4,0.0,,,,gbbtn_e --> gbbtn_p
ARGabcpp_num2,0.0,,,,arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c
ARGabcpp_num3,0.0,,,,arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c
ASPt2_3pp_num2,0.0,,,,asp__L_p + 3.0 h_p --> asp__L_c + 3.0 h_c
HIStex_num2,0.0,,,,his__L_e --> his__L_p
HIStex_num3,0.0,,,,his__L_e --> his__L_p
HIStex_num4,0.0,,,,his__L_e --> his__L_p
HXAtex_num2,0.0,,,,hxa_e --> hxa_p
HXAtex_num3,0.0,,,,hxa_e --> hxa_p
HXAtex_num4,0.0,,,,hxa_e --> hxa_p
HYXNtex_num2,0.0,,,,hxan_e --> hxan_p
HYXNtex_num3,0.0,,,,hxan_e --> hxan_p
HYXNtex_num4,0.0,,,,hxan_e --> hxan_p
IDONtex_num2,0.0,,,,idon__L_e --> idon__L_p
IDONtex_num3,0.0,,,,idon__L_e --> idon__L_p
IDONtex_num4,0.0,,,,idon__L_e --> idon__L_p
ILEtex_num2,0.0,,,,ile__L_e --> ile__L_p
ILEtex_num3,0.0,,,,ile__L_e --> ile__L_p
ILEtex_num4,0.0,,,,ile__L_e --> ile__L_p
INSTtex_num2,0.0,,,,inost_e --> inost_p
INSTtex_num3,0.0,,,,inost_e --> inost_p
INSTtex_num4,0.0,,,,inost_e --> inost_p
Ktex_num2,0.0,,,,k_e --> k_p
Ktex_num3,0.0,,,,k_e --> k_p
Ktex_num4,0.0,,,,k_e --> k_p
D_LACtex_num2,0.0,,,,lac__D_e --> lac__D_p
D_LACtex_num3,0.0,,,,lac__D_e --> lac__D_p
D_LACtex_num4,0.0,,,,lac__D_e --> lac__D_p
NTD8pp_num2,0.0,15863.734390000001,60.824,260.81373130000003,dgmp_p + h2o_p --> dgsn_p + pi_p
FRULYStex_num2,0.0,,,,frulys_e --> frulys_p
FRULYStex_num3,0.0,,,,frulys_e --> frulys_p
FRULYStex_num4,0.0,,,,frulys_e --> frulys_p
GALCTt2rpp_num2,0.0,,,,galct__D_p + h_p --> galct__D_c + h_c
ASPtex_num2,0.0,,,,asp__L_e --> asp__L_p
ASPtex_num3,0.0,,,,asp__L_e --> asp__L_p
ASPtex_num4,0.0,,,,asp__L_e --> asp__L_p
CYTBDpp_num2,0.0,49127.83924,104.6999,469.22527379999997,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c
ATPS4rpp_num2,25.65887211403116,6754830.271000001,530.0127,12744.65738,adp_c + 4.0 h_p + pi_c --> atp_c + h2o_c + 3.0 h_c
INDOLEtex_num2,0.0,,,,indole_e --> indole_p
INDOLEtex_num3,0.0,,,,indole_e --> indole_p
INDOLEtex_num4,0.0,,,,indole_e --> indole_p
L_LACtex_num2,0.0,,,,lac__L_e --> lac__L_p
L_LACtex_num3,0.0,,,,lac__L_e --> lac__L_p
L_LACtex_num4,0.0,,,,lac__L_e --> lac__L_p
ADEt2rpp_num2,0.0,,,,ade_p + h_p --> ade_c + h_c
ADEt2rpp_num3,0.0,,,,ade_p + h_p --> ade_c + h_c
ADNt2pp_copy1_num2,0.0,,,,adn_p + h_p --> adn_c + h_c
ECOAH8_num2,0.0,18863.035219999998,159.1878,118.4954828,3hodcoa_c --> h2o_c + od2coa_c
GLCDpp_num2,0.0,43571.8008,41.0545,1061.316075,glc__D_p + h2o_p + q8_c --> glcn_p + h_p + q8h2_c
GUAtpp_num2,0.0,,,,gua_p --> gua_c
HYD2pp_num2,0.0,7210616.458,181.7482,39673.660910000006,h2_c + 2.0 h_c + mqn8_c --> 2.0 h_p + mql8_c
HYXNtpp_num2,0.0,,,,hxan_p --> hxan_c
GLCRtex_num2,0.0,,,,glcr_e --> glcr_p
GLCRtex_num3,0.0,,,,glcr_e --> glcr_p
GLCRtex_num4,0.0,,,,glcr_e --> glcr_p
GLCNtex_num2,0.0,,,,glcn_e --> glcn_p
GLCNtex_num3,0.0,,,,glcn_e --> glcn_p
GLCNtex_num4,0.0,,,,glcn_e --> glcn_p
GLCURtex_num2,0.0,,,,glcur_e --> glcur_p
GLCURtex_num3,0.0,,,,glcur_e --> glcur_p
GLCURtex_num4,0.0,,,,glcur_e --> glcur_p
GLNtex_num2,0.0,,,,gln__L_e --> gln__L_p
GLNtex_num3,0.0,,,,gln__L_e --> gln__L_p
GLNtex_num4,0.0,,,,gln__L_e --> gln__L_p
O2tex_num2,0.0,,,,o2_e --> o2_p
O2tex_num3,0.0,,,,o2_e --> o2_p
O2tex_num4,0.0,,,,o2_e --> o2_p
OCTAtex_num2,0.0,,,,octa_e --> octa_p
OCTAtex_num3,0.0,,,,octa_e --> octa_p
OCTAtex_num4,0.0,,,,octa_e --> octa_p
ORNtex_num2,0.0,,,,orn_e --> orn_p
ORNtex_num3,0.0,,,,orn_e --> orn_p
ORNtex_num4,0.0,,,,orn_e --> orn_p
ECOAH5_num2,0.0,45024.423839999996,159.1878,282.8384075,3hddcoa_c --> dd2coa_c + h2o_c
DURIt2pp_num2,0.0,,,,duri_p + h_p --> duri_c + h_c
FUMt2_3pp_num2,0.0,,,,fum_p + 3.0 h_p --> fum_c + 3.0 h_c
FUMt2_3pp_num3,0.0,,,,fum_p + 3.0 h_p --> fum_c + 3.0 h_c
