,fluxes,kcat,MW,kcat_MW,enz,equ
MPTG2_num2,0,11151.79658,195.5471,57.02869835,0,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c
MPTG2_num3,0,11151.79658,128.5962,86.71948767,0,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c
MPTG2_num4,0,11151.79658,186.3215,59.85244097,0,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c
MCTP1App_num2,0,42697.94069,229.0266,186.432234,0,murein5p5p_p --> ala__D_p + murein5px4p_p
MCTP2App_num2,0,125796.3953,229.0266,549.265436,0,murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p
MCTP1Bpp_num2,0,374951.4102,67.8125,5529.237385,0,murein5p5p_p --> alaala_p + murein5px3p_p
SFGTHi_num2,0,65737.54739,31.4245,2091.920234,0,Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c
THIORDXi_num2,0,21554.20653,29.4406,732.1252464,0,h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c
THIORDXi_num3,0,21554.20653,33.1887,649.444134,0,h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c
3HAD80_num2,0,9300.030919,102.1977,91.00039354,0,3hoctACP_c --> h2o_c + toct2eACP_c
PGPP120_num2,0,9300.055518,29.0213,320.4562,0,h2o_c + pgp120_c --> pg120_c + pi_c
ACONTb_num2,0,102219.9572,195.3544,523.2539282,0,acon_C_c + h2o_c --> icit_c
GLCP2_num2,0,256439.2924,186.3451,1376.152592,0,bglycogen_c + pi_c --> g1p_c
3HAD161_num2,0,9300.028072,102.1977,91.00036568,0,3hcpalm9eACP_c --> h2o_c + t3c9palmeACP_c
3HAD121_num2,0,9300.039797,102.1977,91.00048041,0,3hcddec5eACP_c --> h2o_c + t3c5ddeceACP_c
MDDCP2pp_num2,0,26499.7787,87.2178,303.8345235,0,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p
MDDCP2pp_num3,0,26499.7787,88.8879,298.125827,0,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p
MDDCP2pp_num4,0,26499.7787,51.7983,511.5955292,0,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p
MDDCP2pp_num5,0,26499.7787,43.3461,611.3532405,0,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p
MDDCP2pp_num6,0,26499.7787,41.849,633.2237019,0,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p
MDDCP3pp_num2,0,26609.07923,87.2178,305.0877141,0,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p
MDDCP3pp_num3,0,26609.07923,88.8879,299.3554717,0,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p
MDDCP3pp_num4,0,26609.07923,51.7983,513.7056473,0,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p
MDDCP3pp_num5,0,26609.07923,43.3461,613.8748176,0,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p
MDDCP3pp_num6,0,26609.07923,41.849,635.8354854,0,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p
MLDCP1App_num2,0,12050.76394,34.4111,350.1999047,0,h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p
MLDCP1App_num3,0,12050.76394,67.8125,177.707118,0,h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p
MLDCP1App_num4,0,12050.76394,34.6359,347.9269758,0,h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p
MLDCP1App_num5,0,12050.76394,33.3253,361.6100662,0,h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p
3HAD141_num2,0,9300.023712,102.1977,91.00032302,0,3hcmrs7eACP_c --> h2o_c + t3c7mrseACP_c
ACONTa_num2,0,77882.09375,195.3544,398.670794,0,cit_c --> acon_C_c + h2o_c
MLDCP2App_num2,0,61771.37288,36.0824,1711.952999,0,h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p
MLDCP2App_num3,0,61771.37288,34.6359,1783.449337,0,h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p
MLDCP2App_num4,0,61771.37288,33.3253,1853.587901,0,h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p
MLDCP2App_num5,0,61771.37288,34.4111,1795.100211,0,h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p
PGPP120pp_num2,0,39502.05577,29.0213,1361.14012,0,h2o_p + pgp120_p --> pg120_p + pi_p
PGPP181pp_num2,0,9508.83052,29.0213,327.6500543,0,h2o_p + pgp181_p --> pg181_p + pi_p
PGPP140_num2,0,9921.214537,29.0213,341.859756,0,h2o_c + pgp140_c --> pg140_c + pi_c
PGPP141_num2,0,9300.062779,29.0213,320.4564502,0,h2o_c + pgp141_c --> pg141_c + pi_c
MDDCP5pp_num2,0,152010.8959,87.2178,1742.888446,0,h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p
MDDCP5pp_num3,0,152010.8959,88.8879,1710.141604,0,h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p
MDDCP5pp_num4,0,152010.8959,51.7983,2934.669591,0,h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p
MDDCP5pp_num5,0,152010.8959,43.3461,3506.910562,0,h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p
MDDCP5pp_num6,0,152010.8959,41.849,3632.366267,0,h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p
MLTGY3pp_num2,0,26411.44996,40.1125,658.4344022,0,murein3p3p_p --> 2.0 anhgm3p_p
MLTGY3pp_num3,0,26411.44996,40.2558,656.0905499,0,murein3p3p_p --> 2.0 anhgm3p_p
MLTGY3pp_num4,0,26411.44996,73.3532,360.0585927,0,murein3p3p_p --> 2.0 anhgm3p_p
MLTGY3pp_num5,0,26411.44996,40.4106,653.5772782,0,murein3p3p_p --> 2.0 anhgm3p_p
MLTGY3pp_num6,0,26411.44996,22.2266,1188.281157,0,murein3p3p_p --> 2.0 anhgm3p_p
MLTGY3pp_num7,0,26411.44996,58.3022,453.0094912,0,murein3p3p_p --> 2.0 anhgm3p_p
MLTGY3pp_num8,0,26411.44996,38.2474,690.5423626,0,murein3p3p_p --> 2.0 anhgm3p_p
MLDCP2Bpp_num2,0,71515.31566,33.3253,2145.97665,0,h2o_p + murein4p3p_p --> ala__D_p + murein3p3p_p
MLDCP2Bpp_num3,0,71515.31566,34.6359,2064.774285,0,h2o_p + murein4p3p_p --> ala__D_p + murein3p3p_p
MLDCP2Bpp_num4,0,71515.31566,34.4111,2078.262992,0,h2o_p + murein4p3p_p --> ala__D_p + murein3p3p_p
MLDCP2Bpp_num5,0,71515.31566,67.8125,1054.603733,0,h2o_p + murein4p3p_p --> ala__D_p + murein3p3p_p
3OAS140_num2,0,15220.88429,86.0915,176.7989208,0,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c
3HAD181_num2,0,16748.6226,102.1977,163.8845356,0,3hcvac11eACP_c --> h2o_c + t3c11vaceACP_c
PGPP160_num2,0,9509.750323,29.0213,327.6817483,0,h2o_c + pgp160_c --> pg160_c + pi_c
PGPP180_num2,0,17375.97622,29.0213,598.7318356,0,h2o_c + pgp180_c --> pg180_c + pi_c
PGPP161_num2,0,9547.694856,29.0213,328.9892202,0,h2o_c + pgp161_c --> pg161_c + pi_c
PGPP181_num2,0,17233.97969,19.4181,887.5214202,0,h2o_c + pgp181_c --> pg181_c + pi_c
MDDCP4pp_num2,0,11770.52921,87.2178,134.9555849,0,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p
MDDCP4pp_num3,0,11770.52921,88.8879,132.4199268,0,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p
MDDCP4pp_num4,0,11770.52921,51.7983,227.2377512,0,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p
MDDCP4pp_num5,0,11770.52921,43.3461,271.5475951,0,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p
MDDCP4pp_num6,0,11770.52921,41.849,281.261899,0,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p
CLPNS140pp_num2,0,10794.75856,47.6335,226.6211502,0,2.0 pg140_p --> clpn140_p + glyc_p
CLPNS141pp_num2,0,32295.07812,47.6335,677.9908703,0,2.0 pg141_p --> clpn141_p + glyc_p
MDDEP3pp_num2,0,33111.5862,21.0399,1573.752071,0,h2o_p + murein5px4p_p --> murein5p4p_p
MDDEP3pp_num3,0,33111.5862,60.2733,549.3574468,0,h2o_p + murein5px4p_p --> murein5p4p_p
MDDEP3pp_num4,0,33111.5862,51.7983,639.2407898,0,h2o_p + murein5px4p_p --> murein5p4p_p
MDDEP3pp_num5,0,33111.5862,33.8874,977.1061279,0,h2o_p + murein5px4p_p --> murein5p4p_p
MDDEP3pp_num6,0,33111.5862,41.849,791.2157089,0,h2o_p + murein5px4p_p --> murein5p4p_p
MDDEP3pp_num7,0,33111.5862,49.0578,674.9504911,0,h2o_p + murein5px4p_p --> murein5p4p_p
MDDEP4pp_num2,0,26327.99993,41.849,629.1189737,0,h2o_p + murein4px4px4p_p --> murein4px4p4p_p
MDDEP4pp_num3,0,26327.99993,60.2733,436.8103278,0,h2o_p + murein4px4px4p_p --> murein4px4p4p_p
MDDEP4pp_num4,0,26327.99993,51.7983,508.2792279,0,h2o_p + murein4px4px4p_p --> murein4px4p4p_p
MDDEP4pp_num5,0,26327.99993,33.8874,776.925935,0,h2o_p + murein4px4px4p_p --> murein4px4p4p_p
MDDEP4pp_num6,0,26327.99993,21.0399,1251.336743,0,h2o_p + murein4px4px4p_p --> murein4px4p4p_p
MDDEP4pp_num7,0,26327.99993,49.0578,536.6730659,0,h2o_p + murein4px4px4p_p --> murein4px4p4p_p
MLTGY1pp_num2,0,31677.55986,22.2266,1425.209427,0,murein4p4p_p --> 2.0 anhgm4p_p
MLTGY1pp_num3,0,31677.55986,40.4106,783.8923416,0,murein4p4p_p --> 2.0 anhgm4p_p
MLTGY1pp_num4,0,31677.55986,40.1125,789.7179149,0,murein4p4p_p --> 2.0 anhgm4p_p
MLTGY1pp_num5,0,31677.55986,73.3532,431.8497333,0,murein4p4p_p --> 2.0 anhgm4p_p
MLTGY1pp_num6,0,31677.55986,40.2558,786.906728,0,murein4p4p_p --> 2.0 anhgm4p_p
MLTGY1pp_num7,0,31677.55986,58.3022,543.3338684,0,murein4p4p_p --> 2.0 anhgm4p_p
MLTGY1pp_num8,0,31677.55986,38.2474,828.2277974,0,murein4p4p_p --> 2.0 anhgm4p_p
3HAD40_num2,0,13622.60957,102.1977,133.2966355,0,3haACP_c --> but2eACP_c + h2o_c
3OAS160_num2,0,9300.048851,86.0915,108.0251692,0,h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c
MLDCP3App_num2,0,11472.2901,34.4111,333.3892291,0,h2o_p + murein5px3p_p --> alaala_p + murein3px3p_p
MLDCP3App_num3,0,11472.2901,67.8125,169.1766282,0,h2o_p + murein5px3p_p --> alaala_p + murein3px3p_p
MLDCP3App_num4,0,11472.2901,34.6359,331.2254077,0,h2o_p + murein5px3p_p --> alaala_p + murein3px3p_p
MLDCP3App_num5,0,11472.2901,33.3253,344.2516677,0,h2o_p + murein5px3p_p --> alaala_p + murein3px3p_p
MLDCP1Bpp_num2,0,38207.63549,34.4111,1110.328803,0,h2o_p + murein4p4p_p --> ala__D_p + murein4p3p_p
MLDCP1Bpp_num3,0,38207.63549,67.8125,563.4305694,0,h2o_p + murein4p4p_p --> ala__D_p + murein4p3p_p
MLDCP1Bpp_num4,0,38207.63549,34.6359,1103.122353,0,h2o_p + murein4p4p_p --> ala__D_p + murein4p3p_p
MLDCP1Bpp_num5,0,38207.63549,33.3253,1146.505372,0,h2o_p + murein4p4p_p --> ala__D_p + murein4p3p_p
PGPP161pp_num2,0,9508.609454,29.0213,327.6424369,0,h2o_p + pgp161_p --> pg161_p + pi_p
DSBDR_num2,0,37200.94625,73.6017,505.4359648,0,dsbdox_c + trdrd_c --> dsbdrd_c + trdox_c
3OAS80_num2,0,9300.057325,86.0915,108.0252676,0,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c
3OAS100_num2,0,9300.069292,86.0915,108.0254066,0,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c
3HAD60_num2,0,35394.22481,102.1977,346.3309332,0,3hhexACP_c --> h2o_c + thex2eACP_c
3HAD100_num2,0,9300.031517,102.1977,91.00039939,0,3hdecACP_c --> h2o_c + tdec2eACP_c
3HAD140_num2,0,9689.000825,102.1977,94.80644697,0,3hmrsACP_c --> h2o_c + tmrs2eACP_c
3HAD160_num2,0,9300.049708,102.1977,91.00057739,0,3hpalmACP_c --> h2o_c + tpalm2eACP_c
MLTGY2pp_num2,0,72155.37283,22.2266,3246.352246,0,murein4p3p_p --> anhgm3p_p + anhgm4p_p
MLTGY2pp_num3,0,72155.37283,40.4106,1785.555593,0,murein4p3p_p --> anhgm3p_p + anhgm4p_p
MLTGY2pp_num4,0,72155.37283,40.1125,1798.825125,0,murein4p3p_p --> anhgm3p_p + anhgm4p_p
MLTGY2pp_num5,0,72155.37283,73.3532,983.670417,0,murein4p3p_p --> anhgm3p_p + anhgm4p_p
MLTGY2pp_num6,0,72155.37283,40.2558,1792.421783,0,murein4p3p_p --> anhgm3p_p + anhgm4p_p
MLTGY2pp_num7,0,72155.37283,58.3022,1237.609779,0,murein4p3p_p --> anhgm3p_p + anhgm4p_p
MLTGY2pp_num8,0,72155.37283,38.2474,1886.543212,0,murein4p3p_p --> anhgm3p_p + anhgm4p_p
MLTGY4pp_num2,0,14600.99625,40.1125,364.001153,0,murein4px4p4p_p --> anhgm4p_p + murein4px4p_p
MLTGY4pp_num3,0,14600.99625,40.2558,362.7054052,0,murein4px4p4p_p --> anhgm4p_p + murein4px4p_p
MLTGY4pp_num4,0,14600.99625,73.3532,199.0505697,0,murein4px4p4p_p --> anhgm4p_p + murein4px4p_p
MLTGY4pp_num5,0,14600.99625,40.4106,361.3159975,0,murein4px4p4p_p --> anhgm4p_p + murein4px4p_p
MLTGY4pp_num6,0,14600.99625,22.2266,656.9154189,0,murein4px4p4p_p --> anhgm4p_p + murein4px4p_p
MLTGY4pp_num7,0,14600.99625,58.3022,250.4364544,0,murein4px4p4p_p --> anhgm4p_p + murein4px4p_p
MLTGY4pp_num8,0,14600.99625,38.2474,381.7513413,0,murein4px4p4p_p --> anhgm4p_p + murein4px4p_p
3OAS180_num2,0,16822.95266,85.2266,197.3908693,0,h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c
3HAD180_num2,0,9449.861839,102.1977,92.4664825,0,3hoctaACP_c --> h2o_c + toctd2eACP_c
MDDEP1pp_num2,0,30020.38301,29.9166,1003.469078,0,h2o_p + murein4px4p_p --> murein4p4p_p
MDDEP1pp_num3,0,30020.38301,60.2733,498.0710034,0,h2o_p + murein4px4p_p --> murein4p4p_p
MDDEP1pp_num4,0,30020.38301,51.7983,579.563094,0,h2o_p + murein4px4p_p --> murein4p4p_p
MDDEP1pp_num5,0,30020.38301,33.8874,885.8862884,0,h2o_p + murein4px4p_p --> murein4p4p_p
MDDEP1pp_num6,0,30020.38301,49.0578,611.9390395,0,h2o_p + murein4px4p_p --> murein4p4p_p
MDDEP1pp_num7,0,30020.38301,41.849,717.3500683,0,h2o_p + murein4px4p_p --> murein4p4p_p
MDDEP2pp_num2,0,194468.9023,29.9166,6500.367766,0,h2o_p + murein3px4p_p --> murein4p3p_p
MDDEP2pp_num3,0,194468.9023,60.2733,3226.451883,0,h2o_p + murein3px4p_p --> murein4p3p_p
MDDEP2pp_num4,0,194468.9023,51.7983,3754.349125,0,h2o_p + murein3px4p_p --> murein4p3p_p
MDDEP2pp_num5,0,194468.9023,33.8874,5738.678751,0,h2o_p + murein3px4p_p --> murein4p3p_p
MDDEP2pp_num6,0,194468.9023,49.0578,3964.077115,0,h2o_p + murein3px4p_p --> murein4p3p_p
MDDEP2pp_num7,0,194468.9023,41.849,4646.918739,0,h2o_p + murein3px4p_p --> murein4p3p_p
BGLA1_num2,0,37406.12216,202.05,185.1329976,0,6pgg_c + h2o_c --> g6p_c + glc__D_c
BGLA1_num3,0,37406.12216,53.1613,703.6344514,0,6pgg_c + h2o_c --> g6p_c + glc__D_c
2MAHMP_num2,0,10170.48834,17.4329,583.4077141,0,2mahmp_c + h2o_c --> 4ampm_c + h_c + pi_c
THRA_num2,0,53168.68951,145.9788,364.2219933,0,thr__L_c --> acald_c + gly_c
XYLK2_num2,0,44532.4874,110.3097,403.7041838,0,atp_c + xylu__L_c --> adp_c + h_c + xu5p__L_c
POR5_num2,0,16213.79769,148.5246,109.1657388,0,coa_c + 2.0 flxso_c + pyr_c --> accoa_c + co2_c + 2.0 flxr_c + h_c
HACD8_num2,0,30181.25367,77.0722,391.5971475,0,3ohodcoa_c + h_c + nadh_c --> 3hodcoa_c + nad_c
DGUNC_num2,0,17685.97519,38.5456,458.8325306,0,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c
DGUNC_num3,0,17685.97519,185.8088,95.1837329,0,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c
DGUNC_num4,0,17685.97519,67.727,261.1362557,0,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c
DGUNC_num5,0,17685.97519,106.3554,166.2912761,0,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c
CDGUNPD_num2,0,126921.3273,180.5208,703.084228,0,cdigmp_c + h2o_c --> 5pg35pg_c + h_c
CDGUNPD_num3,0,126921.3273,171.2153,741.296644,0,cdigmp_c + h2o_c --> 5pg35pg_c + h_c
CDGUNPD_num4,0,126921.3273,29.6012,4287.708853,0,cdigmp_c + h2o_c --> 5pg35pg_c + h_c
CDGUNPD_num5,0,126921.3273,81.4498,1558.276721,0,cdigmp_c + h2o_c --> 5pg35pg_c + h_c
MSAR_num2,0,16893.06136,108.9957,154.9883285,0,h_c + msa_c + nadph_c --> 3hpp_c + nadp_c
ACACT8r_num2,0,23737.87625,81.7524,290.3630505,0,3ohodcoa_c + coa_c --> accoa_c + pmtcoa_c
FDH4pp_num2,0,32853.99749,511.2616,64.26063974,0,for_p + 2.0 h_c + q8_c --> co2_p + h_p + q8h2_c
FDH5pp_num2,0,29922.56645,170.1061,175.9053112,0,for_p + 2.0 h_c + mqn8_c --> co2_p + h_p + mql8_c
MECDPDH5_num2,0,9667.011089,60.4205,159.9955493,0,2mecdp_c + 2.0 flxr_c + h_c --> 2.0 flxso_c + h2mb4p_c + h2o_c
RNTR1c2_num2,0,49229.87641,242.4248,203.0727731,0,atp_c + 2.0 flxr_c + 2.0 h_c --> datp_c + 2.0 flxso_c + h2o_c
RNTR1c2_num3,0,49229.87641,242.3881,203.1035204,0,atp_c + 2.0 flxr_c + 2.0 h_c --> datp_c + 2.0 flxso_c + h2o_c
RNTR2c2_num2,0,30111.14447,242.3881,124.2269916,0,2.0 flxr_c + gtp_c + 2.0 h_c --> dgtp_c + 2.0 flxso_c + h2o_c
RNTR2c2_num4,0,30111.14447,179.7821,167.4868881,0,2.0 flxr_c + gtp_c + 2.0 h_c --> dgtp_c + 2.0 flxso_c + h2o_c
RNTR3c2_num2,0,34677.14107,242.4248,143.0428779,0,ctp_c + 2.0 flxr_c + 2.0 h_c --> dctp_c + 2.0 flxso_c + h2o_c
RNTR3c2_num3,0,34677.14107,242.3881,143.064536,0,ctp_c + 2.0 flxr_c + 2.0 h_c --> dctp_c + 2.0 flxso_c + h2o_c
RNTR3c2_num4,0,34677.14107,179.7821,192.8842809,0,ctp_c + 2.0 flxr_c + 2.0 h_c --> dctp_c + 2.0 flxso_c + h2o_c
RNTR4c2_num2,0,16403.76147,242.4248,67.66536043,0,2.0 flxr_c + 2.0 h_c + utp_c --> dutp_c + 2.0 flxso_c + h2o_c
RNTR4c2_num3,0,16403.76147,242.3881,67.67560565,0,2.0 flxr_c + 2.0 h_c + utp_c --> dutp_c + 2.0 flxso_c + h2o_c
RNTR4c2_num4,0,16403.76147,179.7453,91.26114268,0,2.0 flxr_c + 2.0 h_c + utp_c --> dutp_c + 2.0 flxso_c + h2o_c
FLDR2_num2,0,47286.67079,47.4879,995.7625161,0,2.0 flxso_c + nadph_c --> 2.0 flxr_c + h_c + nadp_c
DXYLTD_num2,0,77138.03722,70.0168,1101.70755,0,dxylnt_c --> 2ddara_c + h2o_c
2DDARAA_num2,0,28422.21991,130.1216,218.4281465,0,2ddara_c --> gcald_c + pyr_c
GNP_num2,0,22285.81762,20.7798,1072.475078,0,6pgc_c + h2o_c --> glcn_c + pi_c
2HESR_num2,0,27159.73869,49.0318,553.9208981,0,dtgcl_c + 2.0 gthrd_c --> gthox_c + 2.0 mercpeth_c
5DKGR_num2,0,10950.24371,27.5627,397.2848709,0,glcn_c + nad_c --> 5dglcn_c + h_c + nadh_c
E4PP_num2,0,23567.45492,23.0075,1024.33793,0,e4p_c + h2o_c --> erthrs_c + pi_c
E4PP_num3,0,23567.45492,30.4128,774.918946,0,e4p_c + h2o_c --> erthrs_c + pi_c
E4PP_num4,0,23567.45492,20.7798,1134.152154,0,e4p_c + h2o_c --> erthrs_c + pi_c
E4PP_num5,0,23567.45492,24.3302,968.650275,0,e4p_c + h2o_c --> erthrs_c + pi_c
F1PP_num2,0,30106.44206,20.7798,1448.832138,0,f1p_c + h2o_c --> fru_c + pi_c
F1PP_num3,0,30106.44206,23.0075,1308.549041,0,f1p_c + h2o_c --> fru_c + pi_c
F1PP_num4,0,30106.44206,29.7211,1012.965269,0,f1p_c + h2o_c --> fru_c + pi_c
HCO3E_reverse_num2,0,17055.96902,47.5285,358.8577174,0,h_c + hco3_c --> co2_c + h2o_c
ECOAH4_reverse_num2,0,34389.94493,159.1878,216.0337974,0,dc2coa_c + h2o_c --> 3hdcoa_c
NDPK5_reverse_num2,0,10223.94078,61.8538,165.2920399,0,adp_c + dgtp_c --> atp_c + dgdp_c
ACALD_reverse_num2,0,142688.5307,3845.0896,37.10928627,0,accoa_c + h_c + nadh_c --> acald_c + coa_c + nad_c
ALAR_reverse_num2,0,104292.6285,78.3059,1331.861692,0,ala__D_c --> ala__L_c
ALATA_L_reverse_num2,0,48870.10901,92.4324,528.7118912,0,glu__L_c + pyr_c --> akg_c + ala__L_c
A5PISO_reverse_num2,0,33180.19039,136.1257,243.7467017,0,ara5p_c --> ru5p__D_c
ECOAH6_reverse_num2,0,46056.25922,159.1878,289.3202822,0,h2o_c + td2coa_c --> 3htdcoa_c
FBA_reverse_num2,0,34326.33312,381.0919,90.0736361,0,dhap_c + g3p_c --> fdp_c
ALCD2x_reverse_num2,0,86341.98017,141.5183,610.1117677,0,acald_c + h_c + nadh_c --> etoh_c + nad_c
NDPK6_reverse_num2,0,9881.818517,61.8538,159.7608961,0,adp_c + dutp_c --> atp_c + dudp_c
NDPK8_reverse_num2,0,14417.88494,61.8538,233.0961871,0,adp_c + datp_c --> atp_c + dadp_c
DURIPP_reverse_num2,0,9672.277903,155.6995,62.12144485,0,2dr1p_c + ura_c --> duri_c + pi_c
PTAr_reverse_num2,0,420628.6411,72.1335,5831.252346,0,actp_c + coa_c --> accoa_c + pi_c
ACKr_reverse_num2,0,178357.4108,43.2904,4120.02224,0,actp_c + adp_c --> ac_c + atp_c
ACKr_reverse_num3,0,178357.4108,43.3841,4111.123909,0,actp_c + adp_c --> ac_c + atp_c
PUNP5_reverse_num2,0,9894.50248,155.6995,63.54871069,0,hxan_c + r1p_c --> ins_c + pi_c
PUNP6_reverse_num2,0,9464.634994,179.0077,52.87278142,0,2dr1p_c + hxan_c --> din_c + pi_c
PUNP3_reverse_num2,0,9803.384518,155.6995,62.9634939,0,gua_c + r1p_c --> gsn_c + pi_c
FUM_reverse_num2,0,2156.14877,120.5972,17.87892895,0,mal__L_c --> fum_c + h2o_c
FUM_reverse_num3,0,2156.14877,201.9555,10.67635578,0,mal__L_c --> fum_c + h2o_c
HACD5_reverse_num2,0,28543.86811,77.0722,370.3523204,0,3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c
RBP4E_reverse_num2,0,22153.75973,102.0756,217.0328632,0,xu5p__D_c --> ru5p__L_c
RBP4E_reverse_num3,0,22153.75973,25.5609,866.7049959,0,xu5p__D_c --> ru5p__L_c
HACD6_reverse_num2,0,28885.7992,77.0722,374.788824,0,3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c
ECOAH1_reverse_num2,0,55686.49906,159.1878,349.8163745,0,b2coa_c + h2o_c --> 3hbcoa_c
ECOAH2_reverse_num2,0,45311.23192,159.1878,284.6401038,0,h2o_c + hx2coa_c --> 3hhcoa_c
ECOAH3_reverse_num2,0,38981.49761,159.1878,244.8774191,0,h2o_c + oc2coa_c --> 3hocoa_c
ALCD19_reverse_num2,0,147353.7592,3845.0896,38.3225814,0,glyc_c + nad_c --> glyald_c + h_c + nadh_c
TGBPA_reverse_num2,0,11962.53261,77.9206,153.5220803,0,dhap_c + g3p_c --> tagdp__D_c
HACD4_reverse_num2,0,31565.19803,77.0722,409.5536138,0,3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c
HACD7_reverse_num2,0,23943.32058,159.1878,150.4092687,0,3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c
HACD1_reverse_num2,0,41623.13358,77.0722,540.0537883,0,3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c
HACD2_reverse_num2,0,39702.90928,77.0722,515.1391718,0,3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c
NDPK7_reverse_num2,0,10352.40646,61.8538,167.3689646,0,adp_c + dctp_c --> atp_c + dcdp_c
NDPK2_reverse_num2,0,13143.65765,61.8538,212.4955565,0,adp_c + utp_c --> atp_c + udp_c
NDPK3_reverse_num2,0,23476.2708,23.586,995.3476978,0,adp_c + ctp_c --> atp_c + cdp_c
NDPK4_reverse_num2,0,25751.50973,61.8538,416.328661,0,adp_c + dttp_c --> atp_c + dtdp_c
NDPK1_reverse_num2,0,9805.867045,61.8538,158.5329769,0,adp_c + gtp_c --> atp_c + gdp_c
PGMT_reverse_num2,0,29407.45925,20.7798,1415.194528,0,g6p_c --> g1p_c
PGMT_reverse_num3,0,29407.45925,23.5649,1247.93482,0,g6p_c --> g1p_c
UMPK_reverse_num2,0,27813.81124,155.8216,178.49779,0,adp_c + udp_c --> atp_c + ump_c
F6PA_reverse_num2,0,19796.27081,23.5552,840.4204087,0,dha_c + g3p_c --> f6p_c
SDPTA_reverse_num3,0,27000,87.5339,308.4519255,0,glu__L_c + sl2a6o_c --> akg_c + sl26da_c
SDPTA_reverse_num4,0,27000,87.3307,309.1696276,0,glu__L_c + sl2a6o_c --> akg_c + sl26da_c
SDPTA_reverse_num5,0,27000,79.5666,339.3383656,0,glu__L_c + sl2a6o_c --> akg_c + sl26da_c
FCLPA_reverse_num2,0,19739.33073,95.1013,207.5611031,0,dhap_c + lald__L_c --> fc1p_c
ASPK_reverse_num2,0,131867.8614,356.481,369.9155394,0,4pasp_c + adp_c --> asp__L_c + atp_c
ASPK_reverse_num3,0,131867.8614,97.0635,1358.573113,0,4pasp_c + adp_c --> asp__L_c + atp_c
OCBT_reverse_num2,0,19557.83972,110.4814,177.0238223,0,citr__L_c + h_c + pi_c --> cbp_c + orn_c
PHETA1_reverse_num3,0,31007.86386,204.5619,151.5818139,0,glu__L_c + phpyr_c --> akg_c + phe__L_c
ACOTA_reverse_num2,0,32625.37856,87.3307,373.5843015,0,acg5sa_c + glu__L_c --> acorn_c + akg_c
ACOTA_reverse_num3,0,32625.37856,87.5339,372.717068,0,acg5sa_c + glu__L_c --> acorn_c + akg_c
